"Date_Time","Date","Time","min_dec","Day_Type","festivo","FasciaAEEG","Total_Power","DIMAT","Refrigeration_unit2","Data_centre","Bar_Ambrogio","Canteen","Rectory","Print_shop","Allocated","Not_allocated","Week_Day","Month","Month_Day","Year","Year_Day","Hour","Minute"
2018-05-09 19:00:00,"2018-05-09","19:00:00",19,3,"N","F23",365.6,6.4,33.6,38.8,7.6,22,12.4,2,122.8,242.8,"Mer","Mag",9,"2018",9,19,0
2018-05-09 19:15:00,"2018-05-09","19:15:00",19.25,3,"N","F23",328,6,30.8,39.2,6.8,20.8,11.6,1.2,116.4,211.6,"Mer","Mag",9,"2018",9,19,15
2018-05-09 19:30:00,"2018-05-09","19:30:00",19.5,3,"N","F23",282.8,6,28.8,38,7.2,19.2,10.4,0,109.6,173.2,"Mer","Mag",9,"2018",9,19,30
2018-05-09 19:45:00,"2018-05-09","19:45:00",19.75,3,"N","F23",284,5.6,28.8,38,6.8,21.6,10.8,0.4,112,172,"Mer","Mag",9,"2018",9,19,45
2018-05-09 20:00:00,"2018-05-09","20:00:00",20,3,"N","F23",264.4,5.6,28.8,37.6,6.8,20.4,10.4,0.4,110,154.4,"Mer","Mag",9,"2018",9,20,0
2018-05-09 20:15:00,"2018-05-09","20:15:00",20.25,3,"N","F23",228,5.2,22.8,38,7.6,18.8,9.6,0.4,102.4,125.6,"Mer","Mag",9,"2018",9,20,15
2018-05-09 20:30:00,"2018-05-09","20:30:00",20.5,3,"N","F23",204.4,4.8,19.2,39.2,6.8,18,10,0.4,98.4,106,"Mer","Mag",9,"2018",9,20,30
2018-05-09 20:45:00,"2018-05-09","20:45:00",20.75,3,"N","F23",202,4.8,18.4,36.4,6.4,19.6,10.8,0.8,97.2,104.8,"Mer","Mag",9,"2018",9,20,45
2018-05-09 21:00:00,"2018-05-09","21:00:00",21,3,"N","F23",212,4.4,18.8,40,7.2,19.2,10.8,0.4,100.8,111.2,"Mer","Mag",9,"2018",9,21,0
2018-05-09 21:15:00,"2018-05-09","21:15:00",21.25,3,"N","F23",192.8,4,11.6,37.6,7.2,19.2,10.8,0.4,90.8,102,"Mer","Mag",9,"2018",9,21,15
2018-05-09 21:30:00,"2018-05-09","21:30:00",21.5,3,"N","F23",174.8,4,4.8,36.8,6.4,17.6,11.6,0.4,81.6,93.2,"Mer","Mag",9,"2018",9,21,30
2018-05-09 21:45:00,"2018-05-09","21:45:00",21.75,3,"N","F23",176,4,4.4,38,6.4,20.4,10.4,0,83.6,92.4,"Mer","Mag",9,"2018",9,21,45
2018-05-09 22:00:00,"2018-05-09","22:00:00",22,3,"N","F23",170.8,4,4.8,36.4,6.4,19.6,10,0.4,81.6,89.2,"Mer","Mag",9,"2018",9,22,0
2018-05-09 22:15:00,"2018-05-09","22:15:00",22.25,3,"N","F23",166.8,4,3.6,38,6,18.4,10,0.4,80.4,86.4,"Mer","Mag",9,"2018",9,22,15
2018-05-09 22:30:00,"2018-05-09","22:30:00",22.5,3,"N","F23",158.4,4,2.4,36.4,6.8,18.8,10.8,0.4,79.6,78.8,"Mer","Mag",9,"2018",9,22,30
2018-05-09 22:45:00,"2018-05-09","22:45:00",22.75,3,"N","F23",154,4,2.4,37.6,5.6,17.6,10.4,0.4,78,76,"Mer","Mag",9,"2018",9,22,45
2018-05-09 23:00:00,"2018-05-09","23:00:00",23,3,"N","F23",159.6,4,2.4,36.4,6,20,10.4,0.4,79.6,80,"Mer","Mag",9,"2018",9,23,0
2018-05-09 23:15:00,"2018-05-09","23:15:00",23.25,3,"N","F23",151.6,4,2.4,36.8,6.8,18.8,9.6,0.4,78.8,72.8,"Mer","Mag",9,"2018",9,23,15
2018-05-09 23:30:00,"2018-05-09","23:30:00",23.5,3,"N","F23",142.8,4,2.4,36.8,5.6,16.8,10,0.4,76,66.8,"Mer","Mag",9,"2018",9,23,30
2018-05-09 23:45:00,"2018-05-09","23:45:00",23.75,3,"N","F23",142,3.6,2,37.2,6.4,17.2,9.2,0.4,76,66,"Mer","Mag",9,"2018",9,23,45
2018-05-10 00:00:00,"2018-05-10","00:00:00",0,4,"N","F23",146.4,4,2.4,36,6,18.8,9.2,0.4,76.8,69.6,"Gio","Mag",10,"2018",10,0,0
2018-05-10 00:15:00,"2018-05-10","00:15:00",0.25,4,"N","F23",143.6,4,2.4,36.4,6.4,19.2,9.2,0.4,78,65.6,"Gio","Mag",10,"2018",10,0,15
2018-05-10 00:30:00,"2018-05-10","00:30:00",0.5,4,"N","F23",142,4,2.4,37.6,6,16.8,8.8,0,75.6,66.4,"Gio","Mag",10,"2018",10,0,30
2018-05-10 00:45:00,"2018-05-10","00:45:00",0.75,4,"N","F23",135.6,4,2.4,36.4,5.6,17.2,9.2,0.4,75.2,60.4,"Gio","Mag",10,"2018",10,0,45
2018-05-10 01:00:00,"2018-05-10","01:00:00",1,4,"N","F23",138.8,4,2.4,36.4,6.8,19.2,9.2,0.8,78.8,60,"Gio","Mag",10,"2018",10,1,0
2018-05-10 01:15:00,"2018-05-10","01:15:00",1.25,4,"N","F23",134,4,2.4,37.2,6,17.2,9.2,0.4,76.4,57.6,"Gio","Mag",10,"2018",10,1,15
2018-05-10 01:30:00,"2018-05-10","01:30:00",1.5,4,"N","F23",133.2,4,2,36.8,6,17.2,9.2,0.4,75.6,57.6,"Gio","Mag",10,"2018",10,1,30
2018-05-10 01:45:00,"2018-05-10","01:45:00",1.75,4,"N","F23",132.8,4,2.4,35.2,5.6,16.4,9.2,0,72.8,60,"Gio","Mag",10,"2018",10,1,45
2018-05-10 02:00:00,"2018-05-10","02:00:00",2,4,"N","F23",128,4,2.4,37.6,6,17.2,8.8,0.4,76.4,51.6,"Gio","Mag",10,"2018",10,2,0
2018-05-10 02:15:00,"2018-05-10","02:15:00",2.25,4,"N","F23",139.2,3.6,2.4,37.6,6,20.4,9.2,0.4,79.6,59.6,"Gio","Mag",10,"2018",10,2,15
2018-05-10 02:30:00,"2018-05-10","02:30:00",2.5,4,"N","F23",128.4,4,2.4,35.2,5.6,16.8,8.8,0.4,73.2,55.2,"Gio","Mag",10,"2018",10,2,30
2018-05-10 02:45:00,"2018-05-10","02:45:00",2.75,4,"N","F23",137.2,4,2.4,37.6,6.4,17.2,8.8,0.4,76.8,60.4,"Gio","Mag",10,"2018",10,2,45
2018-05-10 03:00:00,"2018-05-10","03:00:00",3,4,"N","F23",132.8,4,2.4,38,6,18,9.2,0.4,78,54.8,"Gio","Mag",10,"2018",10,3,0
2018-05-10 03:15:00,"2018-05-10","03:15:00",3.25,4,"N","F23",127.2,4,2,35.2,6,17.2,8.8,0.4,73.6,53.6,"Gio","Mag",10,"2018",10,3,15
2018-05-10 03:30:00,"2018-05-10","03:30:00",3.5,4,"N","F23",132.8,4,2.4,37.6,6,16.4,8.8,0.4,75.6,57.2,"Gio","Mag",10,"2018",10,3,30
2018-05-10 03:45:00,"2018-05-10","03:45:00",3.75,4,"N","F23",132,4,2.4,38,6,18,9.2,0.4,78,54,"Gio","Mag",10,"2018",10,3,45
2018-05-10 04:00:00,"2018-05-10","04:00:00",4,4,"N","F23",123.2,4,2.4,35.6,6,17.6,8.8,0.4,74.8,48.4,"Gio","Mag",10,"2018",10,4,0
2018-05-10 04:15:00,"2018-05-10","04:15:00",4.25,4,"N","F23",131.2,4,2.4,37.2,6,16,8.8,0,74.4,56.8,"Gio","Mag",10,"2018",10,4,15
2018-05-10 04:30:00,"2018-05-10","04:30:00",4.5,4,"N","F23",136,4,2.4,38,6,18.4,8.8,0.4,78,58,"Gio","Mag",10,"2018",10,4,30
2018-05-10 04:45:00,"2018-05-10","04:45:00",4.75,4,"N","F23",132.8,3.6,2.4,35.6,8,20.4,8.8,0.4,79.2,53.6,"Gio","Mag",10,"2018",10,4,45
2018-05-10 05:00:00,"2018-05-10","05:00:00",5,4,"N","F23",135.6,4,2.4,36.4,8.4,20,8.8,0.8,80.8,54.8,"Gio","Mag",10,"2018",10,5,0
2018-05-10 05:15:00,"2018-05-10","05:15:00",5.25,4,"N","F23",141.6,4,2.4,38.4,8.4,17.2,9.2,0,79.6,62,"Gio","Mag",10,"2018",10,5,15
2018-05-10 05:30:00,"2018-05-10","05:30:00",5.5,4,"N","F23",143.6,4,2,35.2,7.2,17.2,8.8,0.4,74.8,68.8,"Gio","Mag",10,"2018",10,5,30
2018-05-10 05:45:00,"2018-05-10","05:45:00",5.75,4,"N","F23",150.8,4,2.4,36.4,8.4,16.8,9.6,0.4,78,72.8,"Gio","Mag",10,"2018",10,5,45
2018-05-10 06:00:00,"2018-05-10","06:00:00",6,4,"N","F23",152,4,2.4,38.4,8.8,20.8,9.2,0.4,84,68,"Gio","Mag",10,"2018",10,6,0
2018-05-10 06:15:00,"2018-05-10","06:15:00",6.25,4,"N","F23",158,4,2.4,35.6,8.8,28.4,8.8,0.4,88.4,69.6,"Gio","Mag",10,"2018",10,6,15
2018-05-10 06:30:00,"2018-05-10","06:30:00",6.5,4,"N","F23",299.2,4,2.4,36.4,9.2,132.8,9.2,0.4,194.4,104.8,"Gio","Mag",10,"2018",10,6,30
2018-05-10 06:45:00,"2018-05-10","06:45:00",6.75,4,"N","F23",296.4,4.4,2.4,36,16,117.6,9.6,0,186,110.4,"Gio","Mag",10,"2018",10,6,45
2018-05-10 07:00:00,"2018-05-10","07:00:00",7,4,"N","F23",288.8,4,6.8,37.6,18.8,102.4,8.4,0.8,178.8,110,"Gio","Mag",10,"2018",10,7,0
2018-05-10 07:15:00,"2018-05-10","07:15:00",7.25,4,"N","F23",333.6,4,12.4,36,19.2,103.6,8.8,1.2,185.2,148.4,"Gio","Mag",10,"2018",10,7,15
2018-05-10 07:30:00,"2018-05-10","07:30:00",7.5,4,"N","F23",349.6,4,13.2,36.4,14.8,106,8.8,2,185.2,164.4,"Gio","Mag",10,"2018",10,7,30
2018-05-10 07:45:00,"2018-05-10","07:45:00",7.75,4,"N","F23",392,4,13.2,37.6,17.2,140,8.4,1.6,222,170,"Gio","Mag",10,"2018",10,7,45
2018-05-10 08:00:00,"2018-05-10","08:00:00",8,4,"N","F1",430.8,4,13.6,36.4,16,170.4,10,2,252.4,178.4,"Gio","Mag",10,"2018",10,8,0
2018-05-10 08:15:00,"2018-05-10","08:15:00",8.25,4,"N","F1",455.6,4.4,13.2,37.6,16.8,173.2,10,8.8,264,191.6,"Gio","Mag",10,"2018",10,8,15
2018-05-10 08:30:00,"2018-05-10","08:30:00",8.5,4,"N","F1",464,4.8,13.2,36.4,26.8,166.8,10.4,8.8,267.2,196.8,"Gio","Mag",10,"2018",10,8,30
2018-05-10 08:45:00,"2018-05-10","08:45:00",8.75,4,"N","F1",501.6,5.6,13.6,38.4,31.2,172.8,10.8,10,282.4,219.2,"Gio","Mag",10,"2018",10,8,45
2018-05-10 09:00:00,"2018-05-10","09:00:00",9,4,"N","F1",490.8,6.4,13.2,36,26.8,147.6,12,9.2,251.2,239.6,"Gio","Mag",10,"2018",10,9,0
2018-05-10 09:15:00,"2018-05-10","09:15:00",9.25,4,"N","F1",457.2,6,7.2,36.8,20,141.6,12,8.8,232.4,224.8,"Gio","Mag",10,"2018",10,9,15
2018-05-10 09:30:00,"2018-05-10","09:30:00",9.5,4,"N","F1",466.8,6,4.4,39.2,19.6,143.2,12.8,9.6,234.8,232,"Gio","Mag",10,"2018",10,9,30
2018-05-10 09:45:00,"2018-05-10","09:45:00",9.75,4,"N","F1",466.8,6,4,36,22.4,153.6,13.2,10,245.2,221.6,"Gio","Mag",10,"2018",10,9,45
2018-05-10 10:00:00,"2018-05-10","10:00:00",10,4,"N","F1",483.2,6.8,4,39.2,25.2,149.6,13.2,10,248,235.2,"Gio","Mag",10,"2018",10,10,0
2018-05-10 10:15:00,"2018-05-10","10:15:00",10.25,4,"N","F1",498.4,6.8,4,37.2,27.6,156,14,9.6,255.2,243.2,"Gio","Mag",10,"2018",10,10,15
2018-05-10 10:30:00,"2018-05-10","10:30:00",10.5,4,"N","F1",476.4,6.8,4.8,38.4,32.4,131.6,14.8,10.4,239.2,237.2,"Gio","Mag",10,"2018",10,10,30
2018-05-10 10:45:00,"2018-05-10","10:45:00",10.75,4,"N","F1",517.2,7.2,5.2,37.6,27.6,160.8,13.6,11.2,263.2,254,"Gio","Mag",10,"2018",10,10,45
2018-05-10 11:00:00,"2018-05-10","11:00:00",11,4,"N","F1",502,6.8,6,42.4,23.2,142.4,13.6,9.6,244,258,"Gio","Mag",10,"2018",10,11,0
2018-05-10 11:15:00,"2018-05-10","11:15:00",11.25,4,"N","F1",481.2,6.4,6.4,38.8,22.8,132,13.2,9.6,229.2,252,"Gio","Mag",10,"2018",10,11,15
2018-05-10 11:30:00,"2018-05-10","11:30:00",11.5,4,"N","F1",506.4,6.8,16.4,39.2,20.4,138,14,11.6,246.4,260,"Gio","Mag",10,"2018",10,11,30
2018-05-10 11:45:00,"2018-05-10","11:45:00",11.75,4,"N","F1",557.6,6.4,25.2,40.8,27.2,162.8,14,9.6,286,271.6,"Gio","Mag",10,"2018",10,11,45
2018-05-10 12:00:00,"2018-05-10","12:00:00",12,4,"N","F1",572,6.4,40.4,36.8,21.6,176.4,14.4,10.4,306.4,265.6,"Gio","Mag",10,"2018",10,12,0
2018-05-10 12:15:00,"2018-05-10","12:15:00",12.25,4,"N","F1",646.4,6.4,110,40.8,23.2,174,14.4,9.2,378,268.4,"Gio","Mag",10,"2018",10,12,15
2018-05-10 12:30:00,"2018-05-10","12:30:00",12.5,4,"N","F1",676.8,6.8,124.8,40.8,23.2,190.8,14.4,8.4,409.2,267.6,"Gio","Mag",10,"2018",10,12,30
2018-05-10 12:45:00,"2018-05-10","12:45:00",12.75,4,"N","F1",653.6,6.4,121.2,36.4,27.6,179.6,14,9.6,394.8,258.8,"Gio","Mag",10,"2018",10,12,45
2018-05-10 13:00:00,"2018-05-10","13:00:00",13,4,"N","F1",644.8,6,88.4,42.4,24.8,192,14.4,9.2,377.2,267.6,"Gio","Mag",10,"2018",10,13,0
2018-05-10 13:15:00,"2018-05-10","13:15:00",13.25,4,"N","F1",633.2,6.4,80,40,28.4,188,13.6,9.6,366,267.2,"Gio","Mag",10,"2018",10,13,15
2018-05-10 13:30:00,"2018-05-10","13:30:00",13.5,4,"N","F1",632,6.4,72.8,38.4,28.4,200.4,13.6,8.8,368.8,263.2,"Gio","Mag",10,"2018",10,13,30
2018-05-10 13:45:00,"2018-05-10","13:45:00",13.75,4,"N","F1",650,6,73.2,40,24.8,208,14,8.8,374.8,275.2,"Gio","Mag",10,"2018",10,13,45
2018-05-10 14:00:00,"2018-05-10","14:00:00",14,4,"N","F1",620,6,72.8,39.2,23.6,187.6,13.6,10,352.8,267.2,"Gio","Mag",10,"2018",10,14,0
2018-05-10 14:15:00,"2018-05-10","14:15:00",14.25,4,"N","F1",592,6,70.4,39.2,21.2,164,13.6,10.8,325.2,266.8,"Gio","Mag",10,"2018",10,14,15
2018-05-10 14:30:00,"2018-05-10","14:30:00",14.5,4,"N","F1",577.6,6,63.2,39.6,21.6,148.4,15.2,10,304,273.6,"Gio","Mag",10,"2018",10,14,30
2018-05-10 14:45:00,"2018-05-10","14:45:00",14.75,4,"N","F1",555.6,6,50,38.4,24.8,137.2,14.8,12,283.2,272.4,"Gio","Mag",10,"2018",10,14,45
2018-05-10 15:00:00,"2018-05-10","15:00:00",15,4,"N","F1",557.6,5.6,67.6,39.2,16.4,137.6,14.4,10.8,291.6,266,"Gio","Mag",10,"2018",10,15,0
2018-05-10 15:15:00,"2018-05-10","15:15:00",15.25,4,"N","F1",550.8,5.6,68,40,17.6,123.6,13.6,10,278.4,272.4,"Gio","Mag",10,"2018",10,15,15
2018-05-10 15:30:00,"2018-05-10","15:30:00",15.5,4,"N","F1",521.2,5.6,66.4,36.8,18.8,105.2,14.4,10,257.2,264,"Gio","Mag",10,"2018",10,15,30
2018-05-10 15:45:00,"2018-05-10","15:45:00",15.75,4,"N","F1",526.4,6,86.8,41.2,16.8,77.6,14,8.8,251.2,275.2,"Gio","Mag",10,"2018",10,15,45
2018-05-10 16:00:00,"2018-05-10","16:00:00",16,4,"N","F1",502,6.8,79.2,38,16.8,64,13.2,9.2,227.2,274.8,"Gio","Mag",10,"2018",10,16,0
2018-05-10 16:15:00,"2018-05-10","16:15:00",16.25,4,"N","F1",481.2,5.6,76,40,14.4,47.6,13.6,9.6,206.8,274.4,"Gio","Mag",10,"2018",10,16,15
2018-05-10 16:30:00,"2018-05-10","16:30:00",16.5,4,"N","F1",499.6,5.6,76.4,40,16.8,56,13.6,10.8,219.2,280.4,"Gio","Mag",10,"2018",10,16,30
2018-05-10 16:45:00,"2018-05-10","16:45:00",16.75,4,"N","F1",472,6,76.4,39.2,16.4,33.2,14,9.6,194.8,277.2,"Gio","Mag",10,"2018",10,16,45
2018-05-10 17:00:00,"2018-05-10","17:00:00",17,4,"N","F1",449.2,5.6,75.2,38.8,14,24.4,13.2,9.2,180.4,268.8,"Gio","Mag",10,"2018",10,17,0
2018-05-10 17:15:00,"2018-05-10","17:15:00",17.25,4,"N","F1",460.4,5.2,77.6,39.2,14.4,27.2,13.6,11.2,188.4,272,"Gio","Mag",10,"2018",10,17,15
2018-05-10 17:30:00,"2018-05-10","17:30:00",17.5,4,"N","F1",446,5.2,77.2,39.6,11.6,20.4,14,10,178,268,"Gio","Mag",10,"2018",10,17,30
2018-05-10 17:45:00,"2018-05-10","17:45:00",17.75,4,"N","F1",432,5.2,74.8,38.4,15.6,17.6,13.6,9.2,174.4,257.6,"Gio","Mag",10,"2018",10,17,45
2018-05-10 18:00:00,"2018-05-10","18:00:00",18,4,"N","F1",432.8,4.8,76,39.6,13.6,18,14.4,10.8,177.2,255.6,"Gio","Mag",10,"2018",10,18,0
2018-05-10 18:15:00,"2018-05-10","18:15:00",18.25,4,"N","F1",423.2,4.8,76.4,37.2,9.6,20.4,13.6,9.6,171.6,251.6,"Gio","Mag",10,"2018",10,18,15
2018-05-10 18:30:00,"2018-05-10","18:30:00",18.5,4,"N","F1",406.8,4.8,74,40.4,8,20.4,12,8,167.6,239.2,"Gio","Mag",10,"2018",10,18,30
2018-05-10 18:45:00,"2018-05-10","18:45:00",18.75,4,"N","F1",396,4.8,74.4,37.2,6.8,18,12.8,2.4,156.4,239.6,"Gio","Mag",10,"2018",10,18,45
2018-05-10 19:00:00,"2018-05-10","19:00:00",19,4,"N","F23",396.8,4.8,73.2,41.2,7.6,18.4,12,2.4,159.6,237.2,"Gio","Mag",10,"2018",10,19,0
2018-05-10 19:15:00,"2018-05-10","19:15:00",19.25,4,"N","F23",336.4,4.8,58,38.4,6.8,21.2,10.8,1.2,141.2,195.2,"Gio","Mag",10,"2018",10,19,15
2018-05-10 19:30:00,"2018-05-10","19:30:00",19.5,4,"N","F23",277.2,5.2,35.2,38,6.8,19.2,11.2,0.4,116,161.2,"Gio","Mag",10,"2018",10,19,30
2018-05-10 19:45:00,"2018-05-10","19:45:00",19.75,4,"N","F23",287.2,4.8,49.2,40.4,6.8,23.2,11.2,0.4,136,151.2,"Gio","Mag",10,"2018",10,19,45
2018-05-10 20:00:00,"2018-05-10","20:00:00",20,4,"N","F23",243.6,4.8,27.6,38.4,7.2,22.8,10,0.4,111.2,132.4,"Gio","Mag",10,"2018",10,20,0
2018-05-10 20:15:00,"2018-05-10","20:15:00",20.25,4,"N","F23",196.4,4.8,16.4,36.8,7.2,18.4,9.6,0.4,93.6,102.8,"Gio","Mag",10,"2018",10,20,15
2018-05-10 20:30:00,"2018-05-10","20:30:00",20.5,4,"N","F23",178.8,4.8,16.8,39.2,6.4,18,9.6,0.4,95.2,83.6,"Gio","Mag",10,"2018",10,20,30
2018-05-10 20:45:00,"2018-05-10","20:45:00",20.75,4,"N","F23",179.6,4.4,16.4,38.4,6,17.6,10,0.4,93.2,86.4,"Gio","Mag",10,"2018",10,20,45
2018-05-10 21:00:00,"2018-05-10","21:00:00",21,4,"N","F23",193.2,4.4,16.4,39.2,7.2,20,12.4,0.8,100.4,92.8,"Gio","Mag",10,"2018",10,21,0
2018-05-10 21:15:00,"2018-05-10","21:15:00",21.25,4,"N","F23",178.8,4,9.2,36.4,6.4,19.2,11.2,0.4,86.8,92,"Gio","Mag",10,"2018",10,21,15
2018-05-10 21:30:00,"2018-05-10","21:30:00",21.5,4,"N","F23",164,3.6,2.4,38.8,6.4,18,11.2,0.4,80.8,83.2,"Gio","Mag",10,"2018",10,21,30
2018-05-10 21:45:00,"2018-05-10","21:45:00",21.75,4,"N","F23",164,4,2.4,41.2,6.4,16.8,10.4,0.4,81.6,82.4,"Gio","Mag",10,"2018",10,21,45
2018-05-10 22:00:00,"2018-05-10","22:00:00",22,4,"N","F23",156.8,4,2.4,38.4,6,16,10,0.4,77.2,79.6,"Gio","Mag",10,"2018",10,22,0
2018-05-10 22:15:00,"2018-05-10","22:15:00",22.25,4,"N","F23",158,4,2.4,38.8,7.2,18,9.6,0.4,80.4,77.6,"Gio","Mag",10,"2018",10,22,15
2018-05-10 22:30:00,"2018-05-10","22:30:00",22.5,4,"N","F23",157.2,4,2.8,37.6,5.6,20.4,10,0.4,80.8,76.4,"Gio","Mag",10,"2018",10,22,30
2018-05-10 22:45:00,"2018-05-10","22:45:00",22.75,4,"N","F23",150,3.6,2.4,37.6,6.4,16.4,10,0.4,76.8,73.2,"Gio","Mag",10,"2018",10,22,45
2018-05-10 23:00:00,"2018-05-10","23:00:00",23,4,"N","F23",158,3.6,2.4,40.4,6.8,17.6,10,0.8,81.6,76.4,"Gio","Mag",10,"2018",10,23,0
2018-05-10 23:15:00,"2018-05-10","23:15:00",23.25,4,"N","F23",147.2,4,2.4,40,5.2,17.2,10,0.4,79.2,68,"Gio","Mag",10,"2018",10,23,15
2018-05-10 23:30:00,"2018-05-10","23:30:00",23.5,4,"N","F23",145.6,4,2.4,38.8,6.4,18,8.8,0.4,78.8,66.8,"Gio","Mag",10,"2018",10,23,30
2018-05-10 23:45:00,"2018-05-10","23:45:00",23.75,4,"N","F23",148,4,2.4,38.8,6.4,21.2,8.8,0.4,82,66,"Gio","Mag",10,"2018",10,23,45
2018-05-11 00:00:00,"2018-05-11","00:00:00",0,5,"N","F23",142.8,4,2.4,36.8,6.8,18,8.8,0.4,77.2,65.6,"Ven","Mag",11,"2018",11,0,0
2018-05-11 00:15:00,"2018-05-11","00:15:00",0.25,5,"N","F23",137.6,3.6,2.4,37.2,6.4,15.2,8.8,0.4,74,63.6,"Ven","Mag",11,"2018",11,0,15
2018-05-11 00:30:00,"2018-05-11","00:30:00",0.5,5,"N","F23",139.6,4,2.4,38.4,6,17.6,8.8,0.4,77.6,62,"Ven","Mag",11,"2018",11,0,30
2018-05-11 00:45:00,"2018-05-11","00:45:00",0.75,5,"N","F23",141.2,4,2.4,38.4,6.4,19.2,9.2,0.4,80,61.2,"Ven","Mag",11,"2018",11,0,45
2018-05-11 01:00:00,"2018-05-11","01:00:00",1,5,"N","F23",134.8,3.6,2.4,37.6,5.6,17.6,8.8,0.4,76,58.8,"Ven","Mag",11,"2018",11,1,0
2018-05-11 01:15:00,"2018-05-11","01:15:00",1.25,5,"N","F23",132,4,2.4,36.4,6.4,17.2,8.8,0.4,75.6,56.4,"Ven","Mag",11,"2018",11,1,15
2018-05-11 01:30:00,"2018-05-11","01:30:00",1.5,5,"N","F23",135.2,4,2.4,38.8,6.4,16.8,9.6,0.4,78.4,56.8,"Ven","Mag",11,"2018",11,1,30
2018-05-11 01:45:00,"2018-05-11","01:45:00",1.75,5,"N","F23",128,3.6,2.4,38,5.2,16,8.8,0.4,74.4,53.6,"Ven","Mag",11,"2018",11,1,45
2018-05-11 02:00:00,"2018-05-11","02:00:00",2,5,"N","F23",131.2,3.6,2.4,36.8,6.4,16.4,8.8,0.4,74.8,56.4,"Ven","Mag",11,"2018",11,2,0
2018-05-11 02:15:00,"2018-05-11","02:15:00",2.25,5,"N","F23",134.8,4,2.4,38.4,5.6,18.4,8.8,0.4,78,56.8,"Ven","Mag",11,"2018",11,2,15
2018-05-11 02:30:00,"2018-05-11","02:30:00",2.5,5,"N","F23",132.4,3.6,2.4,36,6.8,17.2,8.8,0.4,75.2,57.2,"Ven","Mag",11,"2018",11,2,30
2018-05-11 02:45:00,"2018-05-11","02:45:00",2.75,5,"N","F23",134,4,2.4,36.8,6.4,16.4,8.8,0.4,75.2,58.8,"Ven","Mag",11,"2018",11,2,45
2018-05-11 03:00:00,"2018-05-11","03:00:00",3,5,"N","F23",130.4,4,2.4,38.4,5.6,16.8,8.8,0.4,76.4,54,"Ven","Mag",11,"2018",11,3,0
2018-05-11 03:15:00,"2018-05-11","03:15:00",3.25,5,"N","F23",132,3.6,2.4,38.4,6,15.6,8.8,0.8,75.6,56.4,"Ven","Mag",11,"2018",11,3,15
2018-05-11 03:30:00,"2018-05-11","03:30:00",3.5,5,"N","F23",135.6,3.6,2.4,36.4,6,19.6,8.8,0.4,77.2,58.4,"Ven","Mag",11,"2018",11,3,30
2018-05-11 03:45:00,"2018-05-11","03:45:00",3.75,5,"N","F23",136.8,4,2.4,38.4,6.4,18,8.8,0.4,78.4,58.4,"Ven","Mag",11,"2018",11,3,45
2018-05-11 04:00:00,"2018-05-11","04:00:00",4,5,"N","F23",129.2,4,2.4,37.6,5.6,16.4,8.8,0.4,75.2,54,"Ven","Mag",11,"2018",11,4,0
